post_id,text,label
2080950467358867533,samsat jabar menggelar razia kendaraan di jalan tol yg konon katanya bebas hambatan pajak upeti penghisapdarahrakyat,0.0
2080580385029955847,akun binaan moncong bodas sebar hoaks foto tersebut hasil ai generate amp klaim operasi razia pajak di dalam jalan tol seperti digambarkan juga tidak sesuai fakta resmi sudah di klarifikasi rtmc,0.0
2080555376492302618,jangan salah paham dulu soal razia pajak di jalan tol lawandisinformasi,0.0
2080484624334249992,operasi pajak kendaraan itu setidaknya melibatkan 3 intansi yaitu dan jasa raharja dan sangat tidak mungkin razia begini dilakukan di jalan tol dan logonya cuma polri aja di plangnya pas check gambarnya ternyata barca bukan real dengan confident,0.0
2080307122160722346,hanya satu satunya di dunia ada razia pajak di jalan tol lagi,0.0
2080258021318619399,apa benar ini razia pajak sampai ke jalan tol,0.0
2080240465467916671,segitunya butuh uangnya pemerintah ini udah berapa bulan ga makan yah aparat negara ini gila2an sampai di jalan tol mereka cegat razia polisi di jalan tol bandung jakarta luar biasa memang kreativitas tanpa batas di negeri ini ketika jalan tol yang dibangun dengan uang,0.0
1882730660118552933,pemilik moge ini beli buat pamer bukan buat dipakai harian boss panas debu perawatan tinggi dan apes2nya kena razia pajak masuk tol malah bikin semakin macet dan kembahayakan banyak pemakai jalan tol eh ngomong2 situ pasti pujya moge juga ya pajak aman kah,0.0
1765066732413329720,udahlah jelek transport publiknya underpassnya diperbaiki tapi malah motor ga boleh lewat yang miskin di razia giliran mobil bikin macet di jalur lambat ngga ada aturannya emang goblok itu pada bayar pajak buat apa dikira underpass jalan tol motor ga boleh lewat,0.0
1398402819837730822,sepeda motor sebagai pengguna jalan mayoritas malah dianaktirikan tol gk boleh jalur khusus gk ada pajak tetep subsidi gk ada parkir per m mahal susah cari parkir di mall gedung razia paling sering neduh hujan dibully dimana demokrasi,0.0
2083866680120475749,hoaks komdigi bakal terapkan aturan balik nama hp bekas,1.0
2083060392054739331,faktanya klaim tersebut hoaks selengkapnya bisa melalui link berikut link counter selalu cek fakta sebelum membagikan informasi yuk lur saringsebelumsharing,0.0
2083060387927482810,salah komdigi bakal terapkan aturan balik nama hp bekas sedulur beredar unggahan di media sosial yang mengklaim komdigi akan menerapkan aturan balik nama untuk setiap transaksi jual beli hp bekas kominfodiy jogjaistimewa cekfakta antihoaks waspadahoaks,0.0
2083044442726953188,komdigi bakal terapkan aturan balik nama hp bekas konten palsu fabricated content faktanya wacana yang dibahas berkaitan dengan layanan pemblokiran dan pendaftaran ulang imei untuk melindungi perangkat bukan kewajiban balik nama setiap kali terjadi jual beli hp,0.0
2081003649321578574,ide gila apalagi ini jual beli hp bekas bakal mirip motor komdigi harus balik nama,0.0
1985177145698824196,mulai kebijakan konyol komdigi live tiktok dihapus sim card wajib pakai wajah hp bekas harus balik nama satu orang satu akun medsos game diblokir kalau nggak ikut aturan igrs influencer wajib sertifikat sementara judol tak tersentuh,1.0
1976940399651639588,mulai 5 kebijakan konyol komdigi live tiktok dihapus sim card wajib pakai wajah hp bekas harus ada surat balik nama satu orang cuma boleh punya satu akun medsos game diblokir kalau nggak ikut aturan igrs semntara judol tak tersentuh cuy,0.0
1975891343781089326,komdigi memastikan tidak akan ada kebijakan balik nama kepemilikan ponsel bekas aturan yang sedang dikaji adalah layanan blokir imei untuk hp yang hilang ekonomi adadikompas,0.0
1974802065110208696,resmi aturan balik nama beli hp bekas diumumkan komdigi alasan perlindungan ponsel hilang lewat,0.0
1974659285746581571,dirjen infrastruktur digital kemkomdigi wayan toni menegaskan bahwa wacana terkait layanan pemblokiran dan pendaftaran ulang imei bukanlah aturan balik nama ponsel seperti pada kendaraan baca di sini imei handphone,0.0
1974636191501992111,pejabat pemerintah skg pinter cari peluang post korupsi baru bukannya berantas korupsi dg debirokratisasi tp malah ciptakan birokrasi kalau bukan utk korupsi lalu utk apa lagi itu komdigi sebut jual beli hp bekas bakal mirip motor ada balik nama,1.0
1974487344934985978,gimana menurut kamu aturan balik nama hp second ini bakal bikin transaksi lebih aman atau justru ribet baca selengkapnya di,0.0
1974487336189939853,aturan baru hp second bisa wajib balik nama kementerian komunikasi dan digital komdigi tengah menggodok aturan jual beli ponsel bekas yang menyerupai mekanisme transaksi motor second yakni dengan balik nama kepemilikan hp second itu kita harapkan nanti juga jelas seperti,0.0
1974406640620163505,komdigi wacanakan jual beli hp bekas wajib balik nama mirip motor second tujuannya cegah penyalahgunaan identitas amp dukung layanan blokir imei hp hilang curian layanan ini opsional amp masih dikaji gt gt,0.0
1974371127125520832,komdigi jual beli hp bekas wajib balik nama sprti motor bekas jd bgmn cara mengetahui identitas pemilik lama biasanya si pemilik itu pasti akan mecopot sim card lalu me reset hp nya sblm dijual spy akun dan data kosong terobosan yg sngt membagongkan bikin ribet rakyat,0.0
1974370992915910744,kementerian komunikasi dan digital komdigi kabarnya sedang mengodok aturan baru berpotensi mengubah cara jual beli ponsel bekas di indonesia rencananya setiap transaksi hp seken wajib disertai proses balik nama kepemilikan seperti ketika konsumen jual beli motor atau mobil,0.0
1974355266746667481,jual beli hp bekas bakal mirip motor seken ada proses balik nama ini penjelasan komdigi,0.0
1974335660430630981,komdigi jual beli hp bekas bakalan seperti motor ada proses balik nama,0.0
1974334063445225831,komdigi bingung ga ada kerjaan mau berantas judol ga berani dibuatlah yg ngadi hp balik nama kepemilikan walau barang bekas njirrtt,0.0
1974311010036244533,komdigi mengusulkan sistem balik nama untuk ponsel bekas mirip transaksi motor begini alasannya,0.0
1974309218955243889,komdigi bakal terapkan balik nama untuk jual beli hp bekas mirip motor jual beli motor itu suka rela balik namanya komdigi atau komedi ya,0.0
1974281945048887599,jual beli hp second wajib balik nama seperti motor kementerian komunikasi dan digital komdigi tengah mengkaji aturan baru soal jual beli hp bekas nantinya transaksi ponsel second bakal mirip dengan jual beli motor yakni ada balik nama kepemilikan direktur penataan,0.0
1974132348745887820,beli hp bekas mungkin sebentar lagi tidak akan semudah sekarang kementerian komunikasi dan digital komdigi tengah mengkaji aturan baru yang membuat transaksi ponsel second mirip dengan jual beli motor harus,0.0
1974100220284973336,breaking beli hp bekas sebentar lagi tak bisa sembarangan komdigi wacanakan aturan balik nama ponsel mirip kayak kendaraan bermotor aturan ini bakal terintegrasi dengan blokir imei untuk cegah peredaran hp curian amp ilegal bikin ribet gak tuh,0.0
1974098111917445344,komdigi sebut jual beli hp bekas bakal mirip motor ada balik nama,0.0
1974088839074623727,breaking news kementerian komunikasi dan digital atau komdigi akan memberlakukan sistem balik nama pada jual beli hp bekas mirip jual beli sepeda motor atau mobil,0.0
1974074657818226829,kementerian komunikasi dan digital komdigi tengah mengkaji wacana mekanisme balik nama pada jual beli ponsel bekas mirip seperti proses jual beli motor bekas wacana ini dihadirkan untuk mencegah penyalahgunaan identitas maupun peredaran ponsel hasil curian hp second itu,0.0
1974073101060309212,komdigi wacanakan jual beli hp second mirip motor bekas bakal ada balik nama,0.0
1974011955179594061,seperti jual beli motor bekas komdigi wacana balik nama hp,0.0
1974004337706692695,breaking news 1 hari 1 kebijakan tolol komdigi mewacanakan jual beli hp bekas bakal mirip motor ada balik nama here we go,0.0
1973925082839020004,komdigi sebut jual beli hp bekas bakal mirip motor ada balik nama,0.0
2073561345421934776,akun rasis separatis antek pengusaha sawit malaysia yg sering nyebar konten provokatif kembali nyebar hoaks tidak ada kebijakan resmi nasional atau daerah yg mewajibkan razia tilang pajak kendaraan di spbu atau menolak isi bbm kalau pajak mati pertamina,0.0
2073025351287271846,ini di ntt kak di ntt lagi rame plat luar ntt dilarang isi bensin subsidi dan orang samsat atau bapenda jaga di spbu ngecek in motor plat luar ntt mau pajak hidup wajib pake pertamax plat ntt pajek mati langsung tilang di tempat,1.0
2070753141037912273,klarifikasi hoax misleading content hoaks beli pertalite harus tunjukkan sntk telat pajak akan ditolak beredar di media sosial muncul narasi yang mengeklaim pembelian bahan bakar minyak bbm subsidi pertalite harus menunjukkan surat tanda nomor kendaraan stnk,0.0
2084096559940329905,jangan dikasih ide kak kebiasaan pemerintah tu nanti kek sepeda katanya mulai kena pajak,1.0
2076408227198345373,dalam unggahan yang viral tersebut disebutkan bahwa setelah pemerintah mengenakan pajak pada berbagai sektor kini giliran sepeda yang akan dikenai pajak selengkapnya di cekfakta hoaks literasidigital,1.0
2075342606377292047,dalam unggahan yang viral tersebut disebutkan bahwa setelah pemerintah mengenakan pajak pada berbagai sektor kini giliran sepeda yang akan dikenai pajak selengkapnya di cekfakta hoaks literasidigital,1.0
2075068979480318051,orang udah susah payah pilih sepeda buat ngirit bbm dan pajak kendaraan eh jalan pintasnya langsung ditutup duluan pemerintah emang cepet banget notice kalo ada celah yang belum kena pungutan,0.0
2074882730136158416,fix orde baru jilid 2 is real siap siap bayar pajak sepeda kayak zaman dulu lagi rakyat kecil yang cuma punya sepeda buat nyari nafkah dan antar anak sekolah pun mau diperas mau hidup hemat aja dipersulit negara kemenhub sehat logika pemerintah makin ajaib,0.0
2074837367630999557,tanda tanda pemerintah mulai bangkrut itu sudah nyata belum pernah ada selama hidup saya melihat di pom bensin ada rahazia pajak motor yang belum bayar tdk bisa bensin sekarang mulai lagi pajak sepeda nanti akan ada pajak pajak aneh berikutnya,1.0
2074796759940055335,mentang2 titipan jokowi melawan sudah salah harus di usut supaya tidak ada lagi menteri tugas luar negeri isteri dan anak di boyong semua harus di usut pemerintah cekak sepeda orang miskin kena pajak padahal untuk angkut2 sayuran ke pasar titipan2 jokowi edan,1.0
2074786196975497530,hoaks headline tahun 2020 diangkat lagi dan itupun hoaks,1.0
2074784859483218222,kalo ekonomi kita terus an kayak gini defisit apbn buang anggaran ke program yang ga ada imbah hasilnya pajak di semua kegiatan bahkan sepeda mau di pajakin phk rupiah jeblos padahal suku bunga udh naik kira kira kita sbg rakyat biasa harus ngapain yaa biar ga terlalu,0.0
2074770407064731662,tidak benar kabar bahwa pesepeda akan dikenai pajak hoaks atau rumor yang berulang kali muncul ini sudah dibantah resmi oleh pemerintah kementerian perhubungan kemenhub sudah membantah berkali kali sejak 2020 mereka hanya sedang menyiapkan regulasi keselamatan pesepeda,0.0
2074752094914191481,jangannya menyebar hoax ingat dosa sy tidak ada urusan dengan pemerintah tapi berita tanpa sumber janganlah main sebar dan percaya masa kalah sama emak emak kayak saya apa apa saya cek dan ricek nih ternyata hoax,0.0
2074389757241823422,cek fakta klarifikasi pemerintah bakal pungut pajak sepeda cekfakta,0.0
2067481829083672788,logika ini justru yg sesat amp cherry picking non subsidi memang ikut mekanisme pasar tapi pasar itu dua arah pas harga minyak dunia naik kelas menengah ngamuk minta pemerintah jangan naikkan atau subsidi silang pas turun di bawah 80 langsung teriak turunin dong itu,0.0
2064868948940894342,bbm naik saatnya ganti ke ev shifting total ke ev di indonesia perlu kombinasi insentif kebijakan jangka panjang pembangunan infrastruktur dan perubahan perilaku permendagri terbaru april 2026 memberlakukan pajak normak namun daerah diminta pertahankan insentif,0.0
2054457364657688694,pemerintah menyiapkan stimulus kendaraan listrik atau electric vehicle ev sebagai salah satu strategi untuk mendorong pertumbuhan ekonomi nasional pada semester ii 2026 menteri keuangan purbaya yudhi sadewa meyakini pertumbuhan ekonomi indonesia dapat melampaui 5 5 pada,0.0
2045769585497194998,santai sih gausah panik pengguna ev memang udah siap kalau suatu saat bakal kena pajak mana mungkin pemerintah membiarkan pengguna ev cuma bayar swdklj setiap tahun seumur hidup cuma ya salah kalau dibilang pajaknya sangat mahal dan memhuat tabungan ludes seketika,0.0
2045640607859958066,selamat pagi semuanya pemerintah negara bagian victoria baru saja memberi pengumuman tambahan setelah menggratiskan public transport bulan ini mereka juga akan memperpanjang masa gratis ini satu bulan berikutnya dan setelah itu memotong biaya public transport setengahnya,0.0
2041712306539917588,tapi jujur sepeda jadi kendaraan yang paling dibenci sama pemerintah loh karena kalo kita sepedahan badan kita sehat jarang berobat terkena sakit gak perlu bayar pajak kendaraan dan juga gak perlu beli bensin tau sendirilah pajak kita dipake buat apa sama rezim wkwkwk,0.0
2041255091827806601,usai bayar pajak di samsat palembang motor honda beat ibu ini raib di parkiran palembang aksi pencurian kendaraan bermotor curanmor kembali terjadi dan meresahkan warga kali ini nasib malang menimpa seorang ibu yang menjadi korban pencurian tepat setelah dirinya,0.0
2035644258712215646,mungkin akan diberlakukan spt zaman doeloe sepeda akan dikenakan pajak dengan sticker plumbir yg ditempel di body sepeda sbg tanda bukti dengan tiap tahun berganti warna stickernya dan pemerintah akan mengenakan pajak penjualan sepeda spt pada kendaraan bermesin damn,1.0
2029775116146774252,peneng atau plombir merupakan pajak sepeda warisan zaman kolonial belanda yang masih dipungut hingga masa orde baru istilah ini juga digunakan untuk pajak anjing pemungutan peneng mulai menurun setelah meningkatnya minat masyarakat pada kendaraan bermotor yang mendorong,0.0
1926098681045922128,pemerintah resmi menghapus biaya balik nama kendaraan bermotor di indonesia kebijakan ini memberikan keuntungan buat wajib pajak yang baru membeli sepeda motor maupun mobil bekas sebab proses balik nama kini bisa dilakukan tanpa biaya infopku,0.0
1918292513083048245,gak masalah naek sepedanya tp jg harus nyiapin transum ama pedestrian yg layak lah siswa naek sepeda itu opsi dr rakyat pemerintah utamanya ya harus nyiapin transum kl dibilang kok dikit2 pemerintah ya emang itu tugasnya pemerintah kecuali rakyatnya boleh gak bayar pajak,0.0
1912777642056491407,pajak kendaraan bermotor di indonesia adalah scam kita semua dipaksa beli sewa kendaraan pribadi minimal sepeda motor mengapa karena pemerintah inkompeten dan terlalu korup sehingga gagal menyediakan transportasi umum yang layak dan andal udah tuh kita kudu bayar pajak lagi,0.0
1902330847644250168,mulai sekarang dari diri sendiri dulu perlahan perbanyak jalan kaki naik sepeda atau naik transum membiasakan hidup mode survive di era ekonomi begini gak lagi beli bensin mungkin juga gak bayar pajak kendaraan bodo amat gue muak sama pemerintah,0.0
1899354660760096824,kpk terus melelang aset rampasan dari koruptor untuk mengembalikan kerugian negara namun beberapa barang masih belum laku termasuk rumah mewah milik mantan pejabat ditjen pajak rafael alun trisambodo senilai rp17 miliar dari 82 lot aset yang dilelang pada 6 maret 2025,0.0
1890301349507821915,4 others masih ada banyak lagi misal kalian bayar asuransi pribadi asuransi gempa commuting allowance sepeda bis ambil kpr iya lu ambil kpr selain bayar bunga ke bank juga dapet potongan pajak dari pemerintah,0.0
1874602383487254661,wakil ketua dpr ri cucun ahmad syamsurijal mengatakan langkah presiden prabowo subianto menaikan ppn 12 persen untuk barang dan jasa mewah adalah bukti nyata dari komitmen pemerintah untuk menjaga daya beli masyarakat memperkuat ketahanan industri dan meningkatkan kesejahteraan,0.0
1869356971331371446,saya sudah satu bulan berhenti merokok untuk mengurangi pajak yang masuk ke pemerintah enggak pernah beli kendaraan bermotor lebih pilih naik sepeda dan transportasi publik mulai mengurangi pembelian barang yang ber ppn beli makanan di warung kecil dan nyuci baju pakai lerak,0.0
1868165593591169414,pemerintah akan memberlakukan kebijakan baru terkait tambahan pajak kendaraan bermotor mulai 5 januari 2025 kebijakan ini meliputi opsen pajak kendaraan bermotor pkb dan opsen bea balik nama kendaraan bermotor bbnkb masing masing sebesar 66 persen dari besaran pajak,1.0
1832549291141034011,bensin murah tapi sedikit sekali yang mampu beli karena daya beli yang rendah pns diberi jatah beras tapi kualitasnya sangat buruk sepeda ditarik pajak tv ditarik pajak judi dilegalkan melalui porkas dan sdsb mengkritik pemerintah langsung dicap pki dan diciduk aparat,0.0
1829416033343709632,ini adalah salah satu strategi pemerintah mengurangi kemacetan dan meminimalisir remaja yang suka rolling2 gajelas sehingga nantinya orang2 berjalan kaki atau menggunakan sepeda pemerintah juga sedang menyiapkan peraturan pengguna sepeda diwajibkan bayar pajak,1.0
1822955791944720604,jaman suharto tv sepeda anjing kena pajak harga2 murah motor murah tp hanya segelintir yg punya motor satu kampung hanya beberapa orang yg punya tv hitam putih yg nonton orang se kampung kalau beda haluan dgn pemerintah jgn harap bisa tidur nyenya,0.0
1804639043994656864,selama pembangunan dan peraturan lebih mendukung kendaraan bermotor masalah begini ga mungkin hilang ditambah kesadaran berkendara yg kurang dan mindset yg salah tentang sepeda ga bayar pajak kunci utamanya di pemerintah,0.0
1804077185747292627,warganet meributkan wacana pemerintah melalui kemenhub untuk menarik pajak sepeda bagaimana faktanya ini penjelasan dari kemenhub,0.0
1803747635704344712,cek fakta tidak benar pemerintah akan memungut pajak sepeda,1.0
1803682906000199763,sepeda roda tiga kursi roda sepatu roda gerobak yg pake roda nah siap2 tuh bakal kena pajak harap maklum ya warga pemerintah butuh duid buat bayar utang gaji pejabat sm lanjutin proyek,0.0
1803588053757469151,sepertinya pemerintah bener2 desperate nyari duit sampe2 pajak sepeda mau diadakan lagi setelah puluhan tahun dihapus jaman soeharto dulu pajak sepeda namanya peneng plombir,1.0
1799973041545605328,bagi kelompok menengah ke atas good good saja krn kalau punya uang dan punya orang dlm akan fine2 saja tapi bagi wong cilik itu penuh dgn intimidasi dan ditindas dari radio sepeda ontel dokar dll kena pajak yang kritis2 trhdp pemerintah lgsg dikriminaisasi,0.0
1797203063226474833,saya tahu pemerintah butuh uang banyak saya usul cara2 ini perlu dihidupkan lagi 1 pening untuk sepeda 2 pajak radio setiap hp kan ada radionya 3 iuran tv 4 retribusi ke luar daerah dulu orang masuk bali dipungut dana ini di gilimanuk 5 pajak toilet umum 6 dll,0.0
1797190170556669990,sekalian pajak sepeda penning bahasa belanda sekalian legalisasikan opium perjudian pelacuran tapi kasih pajak tinggi pelanggannya negara kita butuh duit buat bayar utang dan proyek mercusuar jika bukan rakyat yang diperas pemerintah kolonial ini dapat uang dari mana,0.0
1796161324721799643,pemerintah mikirnya cuma bisnis pajak dari penjualan sepeda listrik kalau study tour dilarang karena ada yg celaka mestinya sepeda listrik dilarang karena masyarakat belum siap edukasi dulu ini bukan sepeda listrik ini motor intinya pemerintah wajib menjaga keselamatan rakyat,0.0
1793886180695769391,sekretaris jenderal kementerian energi dan sumber daya mineral esdm dadan kusdiana mengatakan pemerintah menyiapkan dana 455 juta dolar as atau rp7 33 triliun untuk memberikan subsidi penjualan sepeda motor listrik subsidi tersebut mencakup penjualan 800 ribu sepeda motor,0.0
1793885874511564932,sekretaris jenderal kementerian energi dan sumber daya mineral esdm dadan kusdiana mengatakan pemerintah menyiapkan dana 455 juta dolar as atau rp7 33 triliun untuk memberikan subsidi penjualan sepeda motor listrik subsidi tersebut mencakup penjualan 800 ribu sepeda motor,0.0
1793643033566879855,ia mengatakan penganggaran subsidi untuk sepeda motor listrik ini karena masih adanya kesenjangan harga antara kendaraan listrik dan kendaraan konvensional pemerintah juga bakal memberikan insentif pajak dan subsidi untuk penjualan mobil listrik dan hibrida,0.0
1793493862549541108,targetkan 13 juta motor listrik di 2030 pemerintah akan beri subsidi hingga 455 juta dolar as setara rp7 2 triliun untuk menutup disparitas harga pemerintah indonesia memberikan insentif pajak dan subsidi untuk mobil listrik mobil hibrida dan sepeda,0.0
1793492626869760294,targetkan 13 juta motor listrik di 2030 pemerintah akan beri subsidi hingga 455 juta dolar as setara rp7 2 triliun untuk menutup disparitas harga pemerintah indonesia memberikan insentif pajak dan subsidi untuk mobil listrik mobil hibrida dan sepeda,0.0
1792217095561990425,sepeda listrik pemerintah beli sekitar 700rban masuk ke indo kena bea cukai pajak dll di jual di indo 4 jt sampai ada yg 7 jt,1.0
1790356514936619260,untuk kalian iq 58 apakah setuju pemerintah naikkan pajak sepeda motor bensin demi subsidi lrt dan mrt kalau setuju kasih juga alasannya,0.0
1789936266185695597,pokoknya naik asal bansos lancar pasti 2029 2034 tetap berjaya pemerintah bakal naikkan pajak sepeda motor bensin demi subsidi lrt mrt stefan antonio gagah gagahan pake duit rakyat,1.0
1786953125943009356,skema pemerintah mencari cari alternatif pembayaran hutang moda transportasi lrt mrt metropolitan dari menaikkan pajak kendaraan sepeda motor bensin seolah relevan menteri jualan motor listrik maksa kode keras pada produsen motor bensin yg sudah banyak menyumbang,0.0
1769933705261510823,dulur makmur mari berpartisipasi dalam semarak hadiah pbjt pajak barang dan jasa tertentu vaganza dan raih grand prize sepeda motor gebyar sadar pajak daerah merupakan bentuk apresiasi pemerintah kabupaten sukoharjo untuk masyarakat atas ketertiban dan,0.0
1765950838449795259,pks usulkan pajak penghasilan dikenakan pada mereka yang berpenghasilan diatas 8 juta juga pajak kendaraan sepeda motor dihapuskan sementara pemerintah akan menaikkan pajak untuk menutupi hutang kereta cepat mrt dll,0.0
1754730413279617136,pemerintah mau naikkan pajak sepeda motor honda punya gagasan lain,0.0
1751908446163894723,ini syarat harus dilakukan pemerintah jika ingin naikkan pajak sepeda motor bbm,0.0
1749715401670545562,pemerintah menggulirkan wacana kenaikan pajak kendaraan sepeda motor berbahan bakar fosil selain untuk meningkatkan penjualan kendaraan listrik pajak nantinya bisa dialokasikan untuk subsidi transportasi publik,0.0
1748696817234247694,asosiasi pengemudi ojek daring garda indonesia menolak keras wacana atau rencana pemerintah yang akan menaikkan pajak semua kendaraan berbahan bakar fosil termasuk sepeda motor lt kenaikanpajak ojek,0.0
1748528415773499805,pemerintah bakal pungut pajak sepeda motor anies nambah beban rakyat,1.0
1748407961301746020,negara ugal ugalan bikin hutang hanya untuk transportasi kelas mewah lalu rakyat yang pake sepeda motor di suruh bayar hutang yang punya mobil g di naikin pajak nya sepeda motor bensin itu kenderaan rakyat keciiil udah gila mungkin ni pemerintah,1.0
1748331747618767201,kantor kementerian koordinator bidang kemaritiman dan investasi menko marves menegaskan rencana pemerintah untuk menaikkan pajak sepeda motor berbah,0.0
1748321595020730559,tega banget penumpang kereta cepat jakarta bandung kcjb yang mayoritas kalangan menengah atas mau disubsidi oleh keringat para driver ojol lewat rencana kenaikan pajak sepeda motor bensin oleh pemerintah,0.0
1748251948971876439,luhut membocorkan pemerintah akan mengerek pajak sepeda motor khususnya motor bermesin bensin apa alasannya,0.0
1748193690701680883,pemerintah berencana menaikkan pajak sepeda motor bermesin bensin,0.0
1748184520816578879,luhut pemerintah tengah menyiapkan kebijakan menaikkan pajak untuk sepeda motor konvensional sehingga nantinya itu bisa subsidi ongkos ongkos seperti lrt atau kereta cepat,1.0
1748145958050046001,menko maritim lbp mengungkapkan pemerintah berencana mendongkrak pajak motor bensin demi mengakselerasi ekosistem kendaraan listrik,0.0
1748133024854925444,muncul wacana dari pemerintah pajak sepeda motor akan dinaikkan alih alih dinaikkan seharusnya pajak motor dihapuskan hal ini karena motor sudah menjadi semacam kebutuhan primer bagi banyak rumah tangga di indonesia partai buruh mendengar dan mendukung suara pekerja,0.0
1747965717310472277,menteri koordinator bidang kemaritiman dan investasi luhut binsar pandjaitan berencana menaikkan pajak sepeda motor berbahan bakar minyak bbm atau bensin tadi kita rapat dan pemerintah tengah menyiapkan kebijakan menaikkan pajak untuk sepeda motor konvensional,0.0
1747899162476363861,siap siap bocoran dari luhut pemerintah kaji naikkan pajak sepeda motor non listrik,1.0
